Date,Time,Uncorrected Out (cm/hr),Uncorrected In (cm/hr),Corrected Out (cm/hr),Corrected In (cm/hr),Sap Flow Out (kg/hr),Sap Flow In (kg/hr),Internal Battery Voltage (V),Internal Battery Temperature (∞C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Message
23/03/2018,21:30:00,-3.399,-2.381,-4.147,-2.388,-0.041,-0.023,4.06,-2.4,not present,0,0,
23/03/2018,21:40:00,-3.483,-2.357,-4.291,-2.345,-0.042,-0.023,4.06,-2.3,not present,0,0,
23/03/2018,21:50:00,-3.47,-2.597,-4.269,-2.76,-0.042,-0.027,4.06,-2.2,not present,0,0,
23/03/2018,22:00:00,-3.635,-2.553,-4.554,-2.684,-0.045,-0.026,4.06,-1.8,not present,0,0,
23/03/2018,22:10:00,-3.662,-2.504,-4.602,-2.6,-0.046,-0.026,4.05,-1.5,not present,0,0,
23/03/2018,22:20:00,-3.941,-2.681,-5.083,-2.905,-0.05,-0.029,4.05,-1.4,not present,0,0,
23/03/2018,22:30:00,-3.908,-2.738,-5.026,-3.004,-0.05,-0.03,4.04,-1.5,not present,0,0,
23/03/2018,22:40:00,-3.938,-2.735,-5.079,-2.998,-0.05,-0.029,4.03,-1.2,not present,0,0,
23/03/2018,22:50:00,-3.722,-2.776,-4.706,-3.069,-0.047,-0.03,4.02,-1.2,not present,0,0,
23/03/2018,23:00:00,-3.811,-2.589,-4.859,-2.747,-0.048,-0.027,4.01,-1,not present,0,0,
23/03/2018,23:10:00,-3.778,-2.689,-4.802,-2.919,-0.048,-0.029,4,-1.1,not present,0,0,
23/03/2018,23:20:00,-3.79,-2.483,-4.822,-2.564,-0.048,-0.025,3.98,-1.3,not present,0,0,
23/03/2018,23:30:00,-3.623,-2.523,-4.534,-2.632,-0.045,-0.026,3.97,-1.1,not present,0,0,
23/03/2018,23:40:00,-3.571,-2.643,-4.443,-2.839,-0.044,-0.028,3.97,-1.4,not present,0,0,
23/03/2018,23:50:00,-3.69,-2.701,-4.65,-2.94,-0.046,-0.029,3.96,-1.4,not present,0,0,
24/03/2018,0:00:00,-3.58,-2.604,-4.46,-2.773,-0.044,-0.027,3.95,-1.1,not present,0,0,
24/03/2018,0:10:00,-3.718,-2.693,-4.699,-2.926,-0.046,-0.029,3.95,-1.4,not present,0,0,
24/03/2018,0:20:00,-3.734,-2.658,-4.725,-2.866,-0.047,-0.028,3.94,-1.4,not present,0,0,
24/03/2018,0:30:00,-3.774,-2.686,-4.794,-2.914,-0.047,-0.029,3.94,-1.4,not present,0,0,
24/03/2018,0:40:00,-3.809,-2.889,-4.855,-3.265,-0.048,-0.032,3.94,-1.4,not present,0,0,
24/03/2018,0:50:00,-3.738,-2.675,-4.733,-2.895,-0.047,-0.028,3.93,-1.4,not present,0,0,
24/03/2018,1:00:00,-3.761,-2.826,-4.773,-3.157,-0.047,-0.031,3.93,-1.3,not present,0,0,
24/03/2018,1:10:00,-3.901,-2.732,-5.015,-2.993,-0.05,-0.029,3.93,-1.3,not present,0,0,
24/03/2018,1:20:00,-3.868,-2.886,-4.958,-3.261,-0.049,-0.032,3.92,-1.1,not present,0,0,
24/03/2018,1:30:00,-3.829,-2.806,-4.89,-3.122,-0.048,-0.031,3.92,-0.9,not present,0,0,
24/03/2018,1:40:00,-3.748,-2.751,-4.75,-3.027,-0.047,-0.03,3.92,-1.1,not present,0,0,
24/03/2018,1:50:00,-3.917,-2.698,-5.041,-2.935,-0.05,-0.029,3.92,-1,not present,0,0,
24/03/2018,2:00:00,-3.821,-2.99,-4.876,-3.44,-0.048,-0.034,3.91,-0.9,not present,0,0,
24/03/2018,2:10:00,-3.783,-2.775,-4.809,-3.068,-0.048,-0.03,3.91,-0.9,not prese,,,
24/03/2018,2:20:00,-3.874,-2.881,-4.968,-3.251,-0.049,-0.032,3.91,-0.9,not present,0,0,
24/03/2018,2:30:00,-3.825,-2.766,-4.882,-3.053,-0.048,-0.03,3.91,-0.8,not present,0,0,
24/03/2018,2:40:00,-3.691,-2.812,-4.652,-3.132,-0.046,-0.031,3.9,-0.7,not present,0,0,
24/03/2018,2:50:00,-3.753,-2.758,-4.758,-3.038,-0.047,-0.03,3.9,-0.7,not present,0,0,
24/03/2018,3:00:00,-3.8,,,,,,,,,,,
24/03/2018,3:10:00,-3.917,-2.678,-5.041,-2.901,-0.05,-0.029,3.9,-0.6,not present,0,0,
24/03/2018,3:20:00,-3.887,-2.884,-4.99,-3.257,-0.049,-0.032,3.89,-0.3,not present,0,0,
24/03/2018,3:30:00,-3.832,-2.744,-4.896,-3.015,-0.048,-0.03,3.89,-0.2,not present,0,0,
24/03/2018,3:40:00,-3.836,-2.835,-4.902,-3.172,-0.049,-0.031,3.89,-0.3,not present,0,0,
24/03/2018,3:50:00,-3.769,-2.697,-4.786,-2.934,-0.047,-0.029,3.88,-0.2,not present,0,0,
24/03/2018,4:00:00,-3.848,-2.766,-4.923,-3.052,-0.049,-0.03,3.88,0,not present,0,0,
24/03/2018,4:10:00,-3.875,-2.865,-4.969,-3.224,-0.049,-0.032,3.88,0,not present,0,0,
24/03/2018,4:20:00,-3.777,-2.66,-4.801,-2.87,-0.048,-0.028,3.88,0,not present,0,0,
24/03/2018,4:30:00,-3.831,-2.657,-4.893,-2.865,-0.048,-0.028,3.87,0,not present,0,0,
24/03/2018,4:40:00,-3.84,-2.847,-4.908,-3.193,-0.049,-0.031,3.87,0,not present,0,0,
24/03/2018,4:50:00,-3.804,-2.585,-4.847,-2.74,-0.048,-0.027,3.86,0,not present,0,0,
24/03/2018,5:00:00,-3.875,-2.663,-4.968,-2.874,-0.049,-0.028,3.86,0.1,not present,0,0,
24/03/2018,5:10:00,-3.811,-2.758,-4.858,-3.04,-0.048,-0.03,3.85,0.1,not present,0,0,
24/03/2018,5:20:00,-3.807,-2.616,-4.852,-2.793,-0.048,-0.027,3.85,0,not present,0,0,
24/03/2018,5:30:00,-3.749,-2.778,-4.752,-3.074,-0.047,-0.03,3.85,0.1,not present,0,0,
24/03/2018,5:40:00,-3.804,-2.765,-4.846,-3.051,-0.048,-0.03,3.84,0.1,not present,0,0,
24/03/2018,5:50:00,-3.674,-2.656,-4.622,-2.863,-0.046,-0.028,3.84,0.1,not present,0,0,
24/03/2018,6:00:00,-3.736,-2.615,-4.729,-2.792,-0.047,-0.027,3.84,0.2,not present,0,0,
24/03/2018,6:10:00,-3.699,-2.584,-4.665,-2.737,-0.046,-0.027,3.83,0.1,not present,0,0,
24/03/2018,6:20:00,-3.78,-2.662,-4.805,-2.873,-0.048,-0.028,3.83,-0.1,not present,0,0,
24/03/2018,6:30:00,-3.626,-2.665,-4.539,-2.877,-0.045,-0.028,3.83,-0.2,not present,0,0,
24/03/2018,6:40:00,-3.689,-2.65,-4.648,-2.853,-0.046,-0.028,3.82,-0.3,not present,0,0,
24/03/2018,6:50:00,-3.666,-2.64,-4.608,-2.835,-0.046,-0.028,3.82,-0.2,not present,0,0,
24/03/2018,7:00:00,-3.636,-2.573,-4.557,-2.72,-0.045,-0.027,3.82,0,not present,0,0,
24/03/2018,7:10:00,-3.771,-2.531,-4.789,-2.646,-0.047,-0.026,3.81,0,n,,,
24/03/2018,7:20:00,-3.68,-2.595,-4.633,-2.757,-0.046,-0.027,3.81,0,not present,0,0,
24/03/2018,7:30:00,-3.619,-2.487,-4.527,-2.57,-0.045,-0.025,3.81,0,not present,0,0,
24/03/2018,7:40:00,-3.51,-2.6,-4.338,-2.766,-0.043,-0.027,3.81,0,,,,
24/03/2018,7:50:00,-3.738,-2.687,-4.733,-2.916,-0.047,-0.029,3.81,0,not present,0,0,
24/03/2018,8:00:00,-3.76,-2.652,-4.77,-2.855,-0.047,-0.028,3.8,0.1,not present,0,0,
24/03/2018,8:10:00,-3.686,-2.606,-4.642,-2.775,-0.046,-0.027,3.8,,,,,
24/03/2018,8:20:00,-3.882,-2.659,-4.981,-2.868,-0.049,-0.028,3.8,0.1,present,0,0,
24/03/2018,8:30:00,-3.61,,,,,,,,,,,
24/03/2018,8:40:00,-3.738,-2.621,-4.733,-2.803,-0.047,-0.028,3.8,0.8,present,0,0,
24/03/2018,8:50:00,-3.75,-2.688,-4.753,-2.918,-0.047,-0.029,3.8,1.3,present,0,0,
24/03/2018,9:00:00,-3.769,-2.712,-4.786,-2.959,-0.047,-0.029,3.8,1.5,present,0,0,
24/03/2018,9:10:00,-3.789,-2.723,-4.821,-2.978,-0.048,-0.029,3.79,1.6,present,0,0,
24/03/2018,9:20:00,-3.66,-2.697,-4.597,-2.934,-0.045,-0.029,3.79,1.8,present,0,0,
24/03/2018,9:30:00,-3.829,-2.753,-4.889,-3.03,-0.048,-0.03,3.79,1.8,present,0,0,
24/03/2018,9:40:00,-3.637,-2.581,-4.557,-2.733,-0.045,-0.027,3.79,1.9,present,0,0,
24/03/2018,9:50:00,-3.705,-2.573,-4.676,-2.72,-0.046,-0.027,3.79,2.2,present,0,0,
24/03/2018,10:00:00,-3.928,-2.702,-5.06,-2.942,-0.05,-0.029,3.79,2.2,present,0,0,
24/03/2018,10:10:00,-3.717,-2.7,-4.695,-2.938,-0.046,-0.029,3.79,2.2,present,0,0,
24/03/2018,10:20:00,-3.739,-2.765,-4.733,-3.05,-0.047,-0.03,3.79,2,present,0,0,
24/03/2018,10:30:00,-3.794,-2.667,-4.829,-2.881,-0.048,-0.028,3.79,2,present,0,0,
24/03/2018,10:40:00,-3.558,-2.559,-4.421,-2.694,-0.044,-0.026,3.79,1.5,present,0,0,
24/03/2018,10:50:00,-3.651,-2.567,-4.582,-2.709,-0.045,-0.027,3.78,1.2,present,0,0,
24/03/2018,11:00:00,-3.712,-2.68,-4.687,-2.904,-0.046,-0.029,3.78,1.1,present,0,0,
24/03/2018,11:10:00,-3.738,-2.631,-4.732,-2.82,-0.047,-0.028,3.78,1,present,0,0,
24/03/2018,11:20:00,-3.684,-2.638,-4.639,-2.832,-0.046,-0.028,3.78,1.1,present,0,0,
24/03/2018,11:30:00,-3.756,-2.655,-4.763,-2.86,-0.047,-0.028,3.78,1.7,present,0,0,
24/03/2018,11:40:00,-3.788,-2.908,-4.818,-3.297,-0.048,-0.032,3.78,2.6,present,0,0,
24/03/2018,11:50:00,-3.864,-2.91,-4.951,-3.301,-0.049,-0.033,3.79,5.4,present,7.98,104.4,
24/03/2018,12:00:00,-3.976,-2.966,-5.144,-3.399,-0.051,-0.033,3.8,11.1,present,8.57,,
24/03/2018,12:10:00,-3.788,-2.87,-4.819,-3.232,-0.048,-0.032,3.8,10.6,present,0,0,
24/03/2018,12:20:00,-3.905,-2.713,-5.021,-2.96,-0.05,-0.029,3.79,7,pres,,,
24/03/2018,12:30:00,-3.844,-2.704,-4.916,-2.945,-0.049,-0.029,3.79,6,present,0,0,
24/03/2018,12:40:00,-3.783,-2.71,-4.81,-2.956,-0.048,-0.029,3.79,5.6,present,0,0,
24/03/2018,12:50:00,-3.809,-2.728,-4.855,-2.988,-0.048,-0.029,3.79,4.9,present,0,0,
24/03/2018,13:00:00,-3.834,-2.566,-4.899,-2.707,-0.048,-0.027,3.79,5.1,present,0,0,
24/03/2018,13:10:00,-3.892,-2.753,-4.998,-3.03,-0.049,-0.03,3.79,6.9,present,0,0,
24/03/2018,13:20:00,-3.84,-2.745,-4.909,-3.017,-0.049,0,,,,,,
24/03/2018,13:30:00,-3.693,-2.741,-4.655,-3.009,-0.046,-0.03,3.79,6.4,present,0,0,
24/03/2018,13:40:00,-3.945,-2.802,-5.09,-3.115,-0.05,-0.031,3.78,6.2,present,0,0,
24/03/2018,13:50:00,-3.682,-2.892,-4.636,-3.271,-0.046,-0.032,3.78,6,present,0,0,
24/03/2018,14:00:00,-3.796,-2.591,-4.833,-2.75,-0.048,-0.027,3.79,6.5,present,0,0,
24/03/2018,14:10:00,-3.82,-2.848,-4.874,-3.194,-0.048,-0.031,3.79,6.5,present,0,0,
24/03/2018,14:20:00,-3.955,-2.746,-5.108,-3.018,-0.051,-0.03,3.79,9,present,0,0,
24/03/2018,14:30:00,-3.988,-2.816,-5.165,-3.14,-0.051,-0.031,3.79,11.6,present,8.35,125.4,
24/03/2018,14:40:00,-4.064,-2.831,-5.297,-3.165,-0.052,-0.031,3.81,15.5,present,9.45,165.9,
24/03/2018,14:50:00,-3.959,-2.877,-5.114,-3.245,-0.051,-0.032,3.81,18.4,present,9.35,161.7,
24/03/2018,15:00:00,-3.86,-2.755,-4.943,-3.034,-0.049,-0.03,3.82,16.9,present,9.05,132.6,
24/03/2018,15:10:00,-3.901,-2.747,-5.014,-3.019,-0.05,-0.03,3.82,16.4,present,20.78,59.1,
24/03/2018,15:20:00,-3.935,-2.648,-5.073,-2.849,-0.05,-0.028,3.82,15,present,8.34,105.3,
24/03/2018,15:30:00,-3.666,-2.625,-4.608,-2.809,-0.046,-0.028,3.82,10.6,present,0,0,
24/03/2018,15:40:00,-3.833,-2.512,-4.897,-2.614,-0.048,-0.026,3.81,7.9,present,0,0,
24/03/2018,15:50:00,-3.755,-2.47,-4.763,-2.541,-0.047,-0.025,3.81,6.1,present,0,0,
24/03/2018,16:00:00,-3.723,-2.651,-4.707,-2.854,-0.047,-0.028,3.8,5.1,present,0,0,
24/03/2018,16:10:00,-3.764,-2.636,-4.777,-2.828,-0.047,-0.028,3.8,5.4,present,0,0,
24/03/2018,16:20:00,-3.851,-2.551,-4.927,-2.681,-0.049,-0.026,3.81,6.2,present,0,0,
24/03/2018,16:30:00,-3.644,-2.823,-4.57,-3.152,-0.045,-0.031,3.81,6.9,present,0,0,
24/03/2018,16:40:00,-3.825,-2.682,-4.882,-2.908,-0.048,-0.029,3.8,6.7,present,0,0,
24/03/2018,16:50:00,-3.905,-2.738,-5.022,-3.004,-0.05,-0.03,3.8,6,present,0,0,
24/03/2018,17:00:00,-3.666,-2.513,-4.608,-2.615,-0.046,-0.026,3.79,5.6,present,0,0,
24/03/2018,17:10:00,-3.745,-2.694,-4.745,-2.928,-0.047,-0.029,3.79,5.6,present,0,0,
24/03/2018,17:20:00,-3.751,-2.651,-4.756,-2.853,-0.047,-0.028,3.79,4.8,present,0,0,
24/03/2018,17:30:00,-3.694,-2.526,-4.656,-2.638,-0.046,-0.026,3.79,4.3,present,0,0,
24/03/2018,17:40:00,-3.817,-2.625,-4.868,-2.809,-0.048,-0.028,3.79,3.7,present,0,0,
24/03/2018,17:50:00,-3.796,-2.616,-4.832,-2.794,-0.048,-0.027,3.78,3.3,present,0,0,
24/03/2018,18:00:00,-3.913,-2.647,-5.034,-2.847,-0.05,-0.028,3.78,3,present,0,0,
24/03/2018,18:10:00,-3.764,-2.729,-4.777,-2.988,-0.047,-0.029,3.78,2.8,present,0,0,
24/03/2018,18:20:00,-3.731,-2.663,-4.721,-2.875,-0.047,-0.028,3.78,2.6,present,0,0,
24/03/2018,18:30:00,-3.741,-2.56,-4,,,,,,,,,
24/03/2018,18:40:00,-3.769,-2.583,-4.786,-2.736,-0.047,-0.027,3.77,2.2,not present,0,0,
24/03/2018,18:50:00,-3.651,-2.358,-4.582,-2.348,-0.045,-0.023,3.77,1.7,not present,0,0,
24/03/2018,19:00:00,-3.647,-2.672,-4.576,-2.889,-0.045,-0.028,3.77,1.7,not present,0,0,
24/03/2018,19:10:00,-3.729,-2.681,-4.717,-2.906,-0.047,-0.029,3.77,1.6,not present,0,0,
24/03/2018,19:20:00,-3.59,-2.633,-4.476,-2.823,-0.044,-0.028,3.77,1.3,not present,0,0,
24/03/2018,19:30:00,-3.576,-2.517,-4.453,-2.623,-0.044,-0.026,3.76,1.4,not present,0,0,
24/03/2018,19:40:00,-3.718,-2.635,-4.698,-2.825,-0.046,-0.028,3.76,0.8,not present,0,0,
24/03/2018,19:50:00,-3.541,-2.404,-4.392,-2.426,-0.043,-0.024,3.76,0.8,not present,0,0,
24/03/2018,20:00:00,-3.623,-2.64,-4.533,-2.835,-0.045,-0.028,3.76,0.4,not present,0,0,
24/03/2018,20:10:00,-3.658,-2.467,-4.594,-2.535,-0.045,-0.025,3.76,0.4,not present,0,0,
24/03/2018,20:20:00,-3.667,-2.675,-4.61,-2.895,-0.046,-0.028,3.76,0.2,not present,0,0,
24/03/2018,20:30:00,-3.722,-2.515,-4.705,-2.619,-0.047,-0.026,3.76,0.1,not present,0,0,
24/03/2018,20:40:00,-3.699,-2.395,-4.666,-2.412,-0.046,-0.024,3.76,0,not present,0,0,
24/03/2018,20:50:00,-3.579,-2.449,-4.457,-2.505,-0.044,-0.025,3.75,-0.2,not present,0,0,
24/03/2018,21:00:00,-3.667,-2.538,-4.609,-2.658,-0.046,-0.026,3.75,-0.4,not present,0,0,
24/03/2018,21:10:00,-3.498,-2.462,-4.318,-2.527,-0.043,-0.025,3.75,-0.4,not present,0,0,
24/03/2018,21:20:00,-3.762,-2.38,-4.773,-2.385,-0.047,-0.023,3.75,-0.6,not present,0,0,
24/03/2018,21:30:00,-3.68,-2.576,-4.632,-2.725,-0.046,-0.027,3.75,-0.5,not present,0,0,
24/03/2018,21:40:00,-3.678,-2.505,-4.628,-2.602,-0.046,-0.026,3.75,-0.7,not present,0,0,
24/03/2018,21:50:00,-3.457,-2.604,-4.246,-2.773,-0.042,-0.027,3.75,-0.9,not present,0,0,
24/03/2018,22:00:00,-3.687,-2.561,-4.644,-2.699,-0.046,-0.026,3.75,-0.9,not present,0,0,
24/03/2018,22:10:00,-3.697,-2.476,-4.662,-2.551,-0.046,-0.025,3.75,-1.1,not present,0,0,
24/03/2018,22:20:00,-3.59,-2.356,-4.476,-2.344,-0.044,-0.023,3.74,-1.4,not present,0,0,
24/03/2018,22:30:00,-3.645,-2.466,-4.572,-2.534,-0.045,-0.025,3.74,-1.5,not present,0,0,
24/03/2018,22:40:00,-3.555,-2.391,-4.416,-2.405,-0.044,-0.024,3.74,-1.5,not present,0,0,
24/03/2018,22:50:00,-3.649,-2.461,-4.579,-2.525,-0.045,-0.025,3.74,-1.7,not present,0,0,
24/03/2018,23:00:00,-3.705,-2.537,-4.675,-2.657,-0.046,-0.026,3.74,-1.8,not present,0,0,
24/03/2018,23:10:00,-3.577,-2.471,-4.454,-2.543,-0.044,-0.025,3.73,-2,not present,0,0,
24/03/2018,23:20:00,-3.777,-2.604,-4.799,-2.773,-0.047,-0.027,3.73,-2.4,not present,0,0,
24/03/2018,23:30:00,-3.682,-2.555,-4.635,-2.687,-0.046,-0.026,3.73,-2.3,not present,0,0,
24/03/2018,23:40:00,-3.642,-2.494,-4.567,-2.583,-0.045,-0.025,3.73,-2.7,not present,0,0,
24/03/2018,23:50:00,-3.743,-2.498,-4.741,-2.59,-0.047,-0.025,3.73,-2.8,not present,0,0,
25/03/2018,0:00:00,-3.665,-2.54,-4.606,-2.662,-0.046,-0.026,3.73,-2.8,not present,0,0,
25/03/2018,0:10:00,-3.447,-2.259,-4.229,-2.177,-0.042,-0.021,3.72,-3.1,not present,0,0,
25/03/2018,0:20:00,-2.957,-1.671,-3.383,-1.161,-0.033,-0.011,3.72,-3.2,not present,0,0,
25/03/2018,0:30:00,-2.046,-0.87,-1.808,0.224,-0.018,0.002,3.72,-3.5,not present,0,0,
25/03/2018,0:40:00,-0.97,0.033,0.05,1.786,0,0.017,3.72,-3.5,not present,0,0,
25/03/2018,0:50:00,-0.423,0.42,0.996,2.454,0.009,0.024,3.71,-3.6,not present,0,0,
25/03/2018,1:00:00,-0.804,0.408,0.337,2.433,0.003,0.024,3.71,-3.7,not present,0,0,
25/03/2018,1:10:00,-1.312,-0.188,-0.54,1.402,-0.005,0.014,3.71,-3.9,not present,0,0,
25/03/2018,1:20:00,-1.791,-0.743,-1.367,0.444,-0.013,0.004,3.71,-4,not present,0,0,
25/03/2018,1:30:00,-2.2,-1.065,-2.074,-0.113,-0.02,-0.001,3.71,-3.9,not present,0,0,
25/03/2018,1:40:00,-2.406,-1.232,-2.431,-0.401,-0.024,-0.004,3.7,-4,not present,0,0,
25/03/2018,1:50:00,-2.617,-1.398,-2.794,-0.688,-0.027,-0.006,3.7,-4.19,not present,0,0,
25/03/2018,2:00:00,-2.587,-1.429,-2.743,-0.742,-0.027,-0.007,3.7,-4.1,not present,0,0,
25/03/2018,2:10:00,-2.538,-1.547,-2.658,-0.945,-0.026,-0.009,3.69,-4.4,not present,0,0,
25/03/2018,2:20:00,-2.62,-1.611,-2.8,-1.057,-0.028,-0.01,3.69,-4.4,not present,0,0,
25/03/2018,2:30:00,-2.715,-1.622,-2.965,-1.076,-0.029,-0.01,3.69,-4.4,not present,0,0,
25/03/2018,2:40:00,-2.696,-1.692,-2.932,-1.197,-0.029,-0.011,3.68,-4.5,not present,0,0,
25/03/2018,2:50:00,-2.8,-1.602,-3.112,-1.041,-0.031,-0.01,3.68,-4.69,not present,0,0,
25/03/2018,3:00:00,-2.915,-1.725,-3.31,-1.254,-0.033,-0.012,3.68,-4.4,not present,0,0,
25/03/2018,3:10:00,-2.923,-1.601,-3.325,-1.038,-0.033,-0.01,3.68,-4.8,not present,0,0,
25/03/2018,3:20:00,-3.036,-1.6,-3.519,-1.037,-0.035,-0.01,3.67,-4.8,not present,0,0,
25/03/2018,3:30:00,-3.043,-1.629,-3.531,-1.088,-0.035,-0.01,3.67,-4.8,not present,0,0,
25/03/2018,3:40:00,-3.019,-1.673,-3.49,-1.164,-0.034,-0.011,3.67,-4.8,not present,0,0,
25/03/2018,3:50:00,-2.94,-1.604,-3.354,-1.044,-0.033,-0.01,3.67,-4.9,not present,0,0,
25/03/2018,4:00:00,-3.112,-1.611,-3.65,-1.057,-0.036,-0.01,3.66,-4.8,not present,0,0,
25/03/2018,4:10:00,-3.051,-1.658,-3.544,-1.138,-0.035,-0.011,3.66,-5,not present,0,0,
25/03/2018,4:20:00,-3.086,-1.837,-3.606,-1.447,-0.036,-0.014,3.65,-5,not present,0,0,
25/03/2018,4:30:00,-3.158,-1.827,-3.73,-1.43,-0.037,-0.014,3.64,-5.1,not present,0,0,
25/03/2018,4:40:00,,,,,,,3.66,-6,not present,0,0,skipped: low power.
25/03/2018,4:50:00,,,,,,,3.65,-6.3,not present,0,0,skipped: low power.
25/03/2018,5:00:00,,,,,,,3.64,-6.2,not present,0,0,skipped: low power.
25/03/2018,5:10:00,,,,,,,3.64,-6.4,not present,0,0,skipped: low power.
25/03/2018,5:20:00,,,,,,,3.63,-6.5,not present,0,0,skipped: low power.
25/03/2018,5:30:00,,,,,,,3.61,-6.4,not present,0,0,skipped: low power.
25/03/2018,5:40:00,,,,,,,3.6,-6.8,not present,0,0,skipped: low power.
25/03/2018,8:20:00,,,,,,,3.62,15.2,present,21.7,122.4,skipped: low power.
25/03/2018,8:30:00,,,,,,,3.67,18.4,present,21.91,122.7,skipped: low power.
25/03/2018,8:40:00,-6.234,-3.375,-9.046,-4.105,-0.09,-0.041,3.75,21.6,present,21.87,122.1,
25/03/2018,8:50:00,-4.441,-3.248,-5.947,-3.885,-0.059,-0.038,3.77,22.5,present,21.63,123.6,
25/03/2018,9:00:00,-4.24,-3.193,-5.601,-3.79,-0.056,-0.037,3.78,23.1,present,21.94,122.1,
25/03/2018,9:10:00,-4.321,-3.131,-5.74,-3.683,-0.057,-0.036,3.8,23.3,present,22.21,120.3,
25/03/2018,9:20:00,-4.361,-3.146,-5.809,-3.709,-0.058,-0.037,3.81,24,present,22.28,120,
25/03/2018,9:30:00,-4.526,-3.32,-6.095,-4.01,-0.06,-0.04,3.81,24.3,present,22.21,120.6,
25/03/2018,9:40:00,-4.395,-3.308,-5.868,-3.99,-0.058,-0.039,3.81,25.1,present,22.28,119.7,
25/03/2018,9:50:00,-4.464,-3.322,-5.987,-4.014,-0.059,-0.04,3.82,25.5,present,22.32,120,
25/03/2018,10:00:00,-4.548,-3.432,-6.132,-4.203,-0.061,-0.042,3.82,25.5,present,22.28,120.3,
25/03/2018,10:10:00,-4.634,-3.45,-6.281,-4.235,-0.062,-0.042,3.83,26,present,22.52,119.1,
25/03/2018,10:20:00,-4.853,-3.414,-6.66,-4.173,-0.066,-0.041,3.84,27.2,present,22.24,120,
25/03/2018,10:30:00,-5.033,-3.611,-6.971,-4.513,-0.069,-0.045,3.85,28.4,present,22.21,120.6,
25/03/2018,10:40:00,-5.023,-3.648,-6.953,-4.577,-0.069,-0.045,3.87,28.6,present,22.28,120,
25/03/2018,10:50:00,-4.946,-3.693,-6.82,-4.655,-0.068,-0.046,3.89,29.7,present,22.15,121.5,
25/03/2018,11:00:00,-4.873,-3.715,-6.695,-4.693,-0.066,-0.046,3.91,31,present,22.08,122.1,
25/03/2018,11:10:00,-5.313,-3.885,-7.455,-4.987,-0.074,-0.049,3.93,29.8,present,22.15,121.5,
25/03/2018,11:20:00,-5.369,-3.935,-7.552,-5.072,-0.075,-0.05,3.95,30.2,present,22.25,120.9,
25/03/2018,11:30:00,-5.427,-4.34,-7.652,-5.772,-0.076,-0.057,3.97,31.9,present,21.81,123.3,
25/03/2018,11:40:00,-5.438,-4.312,-7.671,-5.724,-0.076,-0.057,3.97,31.9,present,21.81,123.3,
25/03/2018,11:50:00,-5.622,-4.372,-7.988,-5.829,-0.079,-0.058,4,32.2,present,22.11,121.5,
25/03/2018,12:00:00,-5.6,-4.671,-7.95,-6.345,-0.079,-0.063,4.02,33.59,present,21.92,123.3,
25/03/2018,12:10:00,-5.67,-4.624,-8.072,-6.264,-0.08,-0.062,4.07,36.09,present,21.82,124.2,
25/03/2018,12:20:00,-5.485,-4.227,-7.752,-5.577,-0.077,-0.055,4.1,34.7,present,22.12,122.1,
25/03/2018,12:30:00,-5.572,-4.299,-7.902,-5.703,-0.079,-0.057,4.12,33.5,present,21.85,123.6,
25/03/2018,12:40:00,-5.582,-4.393,-7.919,-5.865,-0.079,-0.058,4.15,33.4,present,21.77,123,
25/03/2018,12:50:00,-5.538,-4.418,-7.843,-5.907,-0.078,-0.059,4.17,29.1,present,22.06,69.6,
25/03/2018,13:00:00,-5.337,-4.35,-7.496,-5.79,-0.074,-0.057,4.19,24.5,present,22.05,67.8,
25/03/2018,13:10:00,-5.18,-4.581,-7.224,-6.189,-0.072,-0.061,4.2,23.5,present,21.97,48.9,
25/03/2018,13:20:00,-4.943,-4.264,-6.815,-5.642,-0.068,-0.056,4.2,22.6,present,21.92,37.5,
25/03/2018,13:30:00,-5.401,-4.29,-7.607,-5.687,-0.076,-0.056,4.2,19.5,present,21.88,32.7,
25/03/2018,13:40:00,-4.787,-3.999,-6.545,-5.183,-0.065,-0.051,4.2,20.2,present,21.88,32.4,
25/03/2018,13:50:00,-4.896,-4.062,-6.734,-5.293,-0.067,-0.052,4.2,22.5,present,21.91,32.09,
25/03/2018,14:00:00,-4.971,-3.681,-6.864,-4.634,-0.068,-0.046,4.2,22.5,present,21.91,32.09,
25/03/2018,14:10:00,-4.812,-3.9,-6.588,-5.013,-0.065,-0.05,4.2,19.1,present,22,29.7,
25/03/2018,14:20:00,-4.617,-3.799,-6.252,-4.838,-0.062,-0.048,4.2,16.29,present,22.07,29.1,
25/03/2018,14:30:00,-4.638,-3.714,-6.288,-4.691,-0.062,-0.046,4.2,15.4,present,21.96,29.4,
25/03/2018,14:40:00,-4.372,-3.617,-5.828,-4.524,-0.058,-0.045,4.2,15.3,present,21.72,30,
25/03/2018,14:50:00,-4.408,-3.548,-5.89,-4.404,-0.058,-0.044,4.2,16.6,present,21.97,30,
25/03/2018,15:00:00,-4.157,-3.435,-5.457,-4.208,-0.054,-0.042,4.2,19,present,22.08,31.2,
25/03/2018,15:10:00,-4.053,-3.479,-5.278,-4.286,-0.052,-0.042,4.2,22,present,21.95,32.09,
25/03/2018,15:20:00,-3.637,-3.01,-4.558,-3.474,-0.045,-0.034,4.2,23.5,present,21.7,31.8,
